Rule	Period	dx	dy	dz	Iterations
RLRRULULUL	1040	10	0	0	84666345
LDLUDRLURL	1038	8	8	8	11676709
DLRLDLDDUL	1038	7	7	0	1942692
DRDUDRDUD	1038	6	6	6	1931618
UUUURLLURL	1038	6	6	0	1538121
UDRDRLLUUL	1036	20	0	0	1154673
LRLLRRLUUL	1036	16	0	0	27578920
DUDULRRLLL	1036	12	3	3	1258368
RLDLLDULL	1036	12	0	0	3635690
RRLRDULLL	1036	8	0	0	37195969
RLRLUUL	1034	12	12	0	1420641
LRDRRLDDRL	1034	9	9	0	1306925
RLRRUUDUL	1034	5	5	0	13310323
UUDURRRRL	1032	8	8	8	1325553
RRRURL	1032	6	6	6	1803131
UDUDUUDUUL	1030	7	7	0	4486684
RLLULLRLUL	1028	24	0	0	1126440
DUDUDDLDRL	1028	20	0	0	1144094
DDRULDULL	1028	12	0	0	1475905
UULRLUURL	1028	8	0	0	81188412
UURLURULRL	1028	6	0	0	1726616
UDRDRRULUL	1026	12	12	0	1220478
RLDRDDLDUL	1026	11	11	0	1310644
DURULLL	1026	8	8	8	132573661
UDRLLDRUUL	1026	8	8	0	1337501
RRLRDDLUUL	1026	4	4	4	1600034
LLLLLLLURL	1026	4	4	0	56881666
RLDURRLLUL	1020	12	0	0	1211344
DUULLUULL	1020	8	8	8	4970357
LLUULULURL	1020	6	0	0	84635434
UUDULULLUL	1014	8	8	8	1301614
UUURULRRL	1014	6	6	0	1412078
DURDRLLRUL	1014	5	5	0	1581455
UDUDDURRL	1012	16	0	0	10885777
LLDLDLDULL	1012	12	0	0	1206819
URRUUURUUL	1012	8	0	0	1889011
DDUDLDURL	1010	8	8	0	1670450
RLRRLUUULL	1008	14	0	0	1172470
RLDURRLLL	1008	12	0	0	1439014
LUDUDDLULL	1008	6	6	6	1396445
DRDLRRDDRL	1008	4	4	4	1580319
UDUDDRULUL	1004	20	0	0	1119993
LRURUURRRL	1004	16	0	0	1145617
LULLUURLL	1004	12	0	0	61416097
LLDDRLURL	1004	8	0	0	4122553
LLULUULRLL	1004	6	2	0	19699400
DDUDDDULLL	1002	10	10	10	1238335
UURULLLLLL	1002	8	8	8	1519518
DUDULDLULL	1002	8	4	2	1287806
ULRLRUULLL	1002	6	6	6	26710589
UDUDUUUDUL	996	16	0	0	1256960
LRRUULURL	996	12	0	0	1422105
RLRUUDLRUL	996	8	8	8	4228365
DRDDLRULL	996	8	0	0	5558472
LRDDULL	996	6	6	6	1739319
UDLRDRDDRL	994	9	1	0	1246239
UDUULUDLUL	994	7	7	0	1352473
RLULUULLRL	992	16	0	0	1133816
UUDURLLDUL	988	10	0	0	1285753
UUURLURRL	988	8	0	0	1265700
ULUULLLRLL	988	6	0	0	1656580
LRLUUULUUL	984	14	14	14	1144088
LRLUDLRLUL	984	12	3	1	1605608
LLRDUDDDRL	984	8	8	8	2908370
RDUDLRDRL	984	6	6	6	4856832
RDUDRRUL	984	4	4	4	46908917
LUDULDUUL	982	8	8	0	2025697
RUUDDRURLL	982	5	5	0	1504616
UDLDLRLURL	980	16	0	0	1477351
ULLRURRURL	980	12	0	0	2231970
RURDDULLL	980	10	0	0	65703493
LRDDUDLULL	980	8	0	0	38146136
LUULRULLUL	980	6	0	0	1422942
UURUULLRUL	978	6	6	6	27311279
RRRLRRDUL	976	10	0	0	1476615
RRLRURLRLL	976	8	0	0	1255349
URRRUDRDUL	974	6	6	0	1719186
UDRLULLL	972	16	0	0	1252221
LUULULRUUL	972	12	0	0	1160977
DUDDULLL	972	10	10	10	1408271
ULUURURLL	972	8	8	8	6153934
RRRDRRRDUL	972	8	0	0	38640982
RRRRRURL	972	4	4	4	3397943
LRLLRURL	970	6	6	0	1704532
LLLRULURUL	968	6	0	0	1334843
DUDURUDURL	966	8	8	8	1236502
UUURURLL	966	6	6	6	1689141
LRLRLULUL	966	6	6	0	125975380
URLLLDLULL	964	16	0	0	1447308
LDDULLRLL	964	12	0	0	1337826
RURUUUUUL	964	8	0	0	1879100
RLRLULULL	962	9	5	2	1513575
ULLUDULUUL	962	5	5	0	121355508
DDRRRRRRUL	962	3	3	0	114855300
UULLRDLUL	960	6	6	6	32763250
LLUUUURULL	960	4	4	4	2933277
LRUUDULULL	958	6	6	0	1328392
ULLRURL	956	16	0	0	4567293
RLLLULL	956	12	0	0	1331424
RDDDUDDDRL	956	8	0	0	20273185
RRLRRUUULL	954	8	8	8	1221866
DURULDUUL	954	7	7	0	1652713
DDUDDLULRL	954	6	6	6	1310838
DUDUDRDDUL	954	6	6	0	109005346
RLDRDUUDL	954	5	5	0	1555559
LUULLLDUUL	954	4	4	4	7861584
UDRURLLL	950	5	5	0	2522435
URLRULRRL	948	16	0	0	1101227
UDURRLRL	948	12	0	0	1303086
RLULLRLL	948	10	10	10	1405279
DULDLDRUL	948	8	8	8	8736779
RLULURURUL	948	8	0	0	37452300
DLDDDULLL	948	6	6	6	1777849
RUURUDULLL	948	4	0	0	17272005
UDULLRL	946	11	11	0	1331742
DDUDRULRRL	944	8	0	0	1226357
UDULLRLL	942	11	11	0	1326112
URULRURURL	942	6	6	6	1294065
UDUULURLL	942	4	4	4	2430140
RLDDULURUL	940	16	0	0	1074046
UDLRRULLL	940	12	0	0	1344799
RLRRLURL	940	8	0	0	1474897
RRLRDDDUUL	938	11	3	0	1130092
LRLLLUUUL	936	8	8	8	1555729
LDLUDDULLL	936	8	0	0	1211013
UDDDDUUUL	936	6	6	6	131766927
URULRRDDUL	936	5	4	3	1387601
DDRRRRRURL	936	4	4	4	1527292
UDUDLURRL	932	28	0	0	1007561
LDUUURUDUL	932	16	0	0	1065147
ULUDLUULL	932	12	0	0	1331729
DULDRULLL	932	10	2	2	1351555
UULLUURL	932	8	0	0	10443793
UUDULLLL	930	10	10	10	1362142
DDDDLULLLL	930	8	8	8	1479784
DUDUUDULL	930	7	7	0	1839919
DLLRULDDRL	930	7	3	2	36422495
UDLLRUURL	930	6	6	6	1723681
UDLULDLLUL	930	6	6	0	1280607
LDDUURRLL	930	4	4	4	16757513
LLRLURLLL	928	10	0	0	1404040
UURLRDUULL	928	6	0	0	128451852
UDDRRULL	926	7	7	0	3194105
DURRLDLLUL	924	20	0	0	1029762
ULUUDLULUL	924	12	0	0	1097353
LLRLDUDDRL	924	8	8	8	1417179
UDUULRRRLL	924	6	6	6	1286004
UULLLLLRLL	924	4	4	4	5677213
UUURULRRRL	924	4	0	0	4103815
UDRDLLURLL	922	9	9	0	1294253
DDUDLLUUL	922	8	8	0	1512831
ULURLLLLRL	920	10	0	0	1202708
DURLDUURL	918	9	9	0	1446327
RRUDLLRULL	918	6	6	6	2898043
ULLUULRUL	918	4	4	4	2202531
LRDRDRDUUL	916	20	0	0	1021524
DULLRRRRLL	916	12	0	0	1735135
DURLDLURL	916	8	0	0	1506610
LLRLDRDDRL	916	7	4	1	1225211
UDRUUUURUL	914	11	11	0	1104693
RRRUDRURLL	914	5	5	0	5999082
LLLLLLURL	914	4	4	0	9605265
URLRRUUULL	912	8	8	8	37240244
DRRLDLRDUL	912	8	0	0	5343505
RLUUDDULL	912	6	6	6	3215164
UDUUDUURL	912	4	4	4	7240973
UDUUDUL	908	16	0	0	1166697
URUULRUULL	908	12	0	0	1254894
DUDDUL	908	8	0	0	1425132
RUUURUUULL	908	7	3	2	10773901
DRLRDUDDRL	906	8	4	0	1263083
DLDLDLULL	906	6	6	6	13612063
LRULLLULL	906	4	4	4	43830746
DLRURLLL	902	8	8	0	5811770
UUDURDUUL	902	5	5	0	1826952
RLRLLDUL	900	20	0	0	1105641
RRDRULL	900	12	0	0	1436106
LUDULULUUL	900	8	8	8	1536576
RDUDUDLUL	900	8	0	0	14002091
URLLLLRULL	900	6	6	6	50522524
UDRDRLDULL	900	4	4	4	1810968
RLRUUURRLL	898	13	4	3	1055926
UULRULUUL	898	9	9	0	1409716
ULURLUL	898	6	6	0	1578520
DRLRDRULRL	898	5	5	0	1577976
UDUDDLDRUL	894	7	2	1	1201865
ULLRURLLL	894	6	6	6	3002752
RURRRRRRRRRD	894	3	3	0	2617657
DDDLDLDUL	892	12	0	0	3456850
LLLDRRULL	892	8	0	0	2682703
URUUURLRRL	892	6	3	3	22515273
DURURDDURL	892	5	4	1	16878175
RRRUDRUL	892	4	4	0	63327886
UDRUUURUL	890	11	11	0	1316188
DRRRDDDUD	890	4	4	0	3470904
DDUDLURRL	888	6	6	6	1219901
LUUULULRLL	888	4	4	4	1393776
DUDUURL	884	20	0	0	1086458
DUUUULUULL	884	16	0	0	1060564
ULDUULUUL	884	12	0	0	1261994
LUULLLDULL	884	8	0	0	2549137
LUULURL	882	8	8	8	1407568
LLRLLURL	882	6	6	6	1557530
LLLULRLL	882	4	4	4	2890777
LURLRUUUUL	880	14	0	0	1023538
LRLRUURUL	880	8	3	1	1452968
UDULRUURUL	878	11	3	2	1261544
URULRRRRLL	878	6	6	0	1217975
ULLURRULLL	878	5	5	0	13190836
RLRUULUUL	876	22	0	0	1080718
UUDRLRRUUL	876	16	0	0	1000447
DULLRUUUL	876	12	0	0	1548957
DURRLURRRL	876	10	0	0	1078820
RUUULUUDUL	876	8	8	8	1125420
URULRLULLL	876	8	0	0	1125498
LDUUUUULL	876	6	6	6	109383757
ULLRURURUL	876	6	0	0	4597774
LRLRRDDDUL	874	7	7	0	1157568
DLLLDDUL	870	8	8	8	1357984
RLDDULDDRL	870	8	5	3	1146930
UDRRLRULUL	870	7	7	0	1149235
DUDDURDUL	870	6	6	6	1612980
UUULRUURL	870	5	5	0	30458377
RLRLDRDUL	868	16	0	0	3623353
RLDDUUUUL	868	12	0	0	1790169
UDURRRRRLL	868	10	0	0	1431886
RDDDUULLRL	868	8	0	0	70608537
LRRRDULLRL	864	8	8	8	57845413
LDDDULRL	864	6	6	6	7800908
UUUDRULRUL	864	4	4	4	34875611
DDUDDLUUL	862	9	9	0	1352717
LLDUDDLDUL	862	6	6	0	1187178
ULULURLULL	862	6	3	1	1192996
LRRLUURRRL	860	16	0	0	3506274
DUDUURRLL	860	12	0	0	1188252
DLDRRLRUL	860	8	0	0	49289566
LRLLRUDUL	858	11	11	0	1264409
RRDUDDULL	858	6	6	6	6973612
LLLRULULLL	858	4	4	4	1340427
RLRLRLLUL	854	5	5	0	30490608
LRLRRDUL	852	20	0	0	1043898
LLLUDULL	852	12	0	0	1172826
UUDLDURL	852	8	0	0	1432176
LUDDULLL	852	6	6	6	1559859
UUUUUDLUUL	852	6	0	0	4026964
RRRRURL	852	4	4	4	2174879
DLDDUL	850	7	7	0	1402131
RLUDRURURL	848	12	0	0	1014941
LRUUDLDDUL	848	9	6	3	1067209
LDLDDRLUUL	846	8	8	8	1179397
DUURRUUDL	846	7	7	0	28796155
UUURURUL	846	4	4	4	33206658
DULLRUUL	844	12	0	0	6318506
LDDLRLDDRL	844	8	0	0	1085479
RUURUDUUL	844	4	0	0	2062110
RRDDUDDULL	840	8	8	8	1094498
LLDUUDDURL	840	4	4	4	4347684
UDRLLUURL	838	5	5	0	1704173
URRRURRURL	838	3	3	0	10866834
DDUDLDRURL	836	16	0	0	954701
UDLLRLUL	836	12	0	0	1361412
DDDLDRDRL	836	8	0	0	23074036
DUDURRUL	834	9	9	0	1361333
DDLULDULLL	834	8	8	8	1155990
RURDUURDUL	834	6	6	6	1191859
UDLDLUUUL	832	10	0	0	1273215
RLLLLLUL	830	5	5	0	28064173
LUDDRLDLUL	828	12	0	0	1130083
RLRDDRUL	828	8	4	2	1433022
LDLDDRUL	828	8	0	0	103011029
LLULLRLUL	828	6	6	6	1535474
LRLLRUUL	828	4	4	4	1758870
RDRDDRDUD	828	4	0	0	3022005
RLRLUDUL	826	11	11	0	1175533
LLRLLURRUL	826	9	9	0	1032298
RRLRDDDDRL	826	8	8	0	1058262
LRRURRDUL	826	7	7	0	96585493
ULRLLRRUL	826	6	6	0	60805326
RLDRRURRUL	824	10	0	0	51091158
UDUDLLRUL	822	7	5	2	1423429
LLURURLUL	822	6	6	6	20532954
RURDURRUUL	822	4	4	4	1298822
DLRLRLDRL	820	12	0	0	14368225
RLRRLRDRL	820	9	6	1	1287175
LULUUULRLL	820	8	0	0	1557767
URULRURLLL	820	7	3	2	1083207
UDUDURLLLL	818	7	7	0	1080052
LRURDDRULL	818	6	6	0	26623793
DLDLURLLLL	818	5	5	0	14206478
DLDRDDLDRL	818	4	4	0	4584973
URUULRLUUL	816	10	0	0	999814
DULULRLUL	816	9	5	0	1502155
UURLDDURL	816	6	6	6	1881351
URULLRURUL	816	4	4	4	4252909
LRLLRDUUL	814	5	4	1	1657725
LLLUUUURL	814	4	4	0	2316940
RUURUURRL	812	12	0	0	1019923
LRLDDUUUL	812	9	3	2	1276379
UURLRURLL	812	8	0	0	1350448
LUUULURLL	812	4	0	0	1851981
DDUUUDRURL	810	8	8	8	1110727
DUDUUDLLUL	810	7	7	0	3161589
DUDLLLRUUL	810	6	6	0	1114294
UDUDDDRURL	810	4	4	4	4145806
LUUDULULL	808	6	0	0	19232281
RLRLDRULL	804	16	0	0	1141912
LURLLUL	804	12	0	0	1104909
LULDDULRLL	804	10	0	0	8455873
UULDUURLL	804	8	0	0	1762477
RLRRULUUL	804	7	4	3	1610686
RLDDURUL	804	6	6	6	1418866
UDRLRRDRL	804	4	4	4	1844647
DLDDULDLUL	804	4	0	0	1260342
DLDDUDUUUL	802	6	6	0	6577814
UURRUUUUUL	800	6	0	0	106469283
UULDRLULLL	798	8	8	8	1874804
LRDLUURRRL	798	8	8	0	1239585
LRRLRLLURL	798	7	7	0	29717998
DUDUDDRUL	798	6	6	6	76924300
RRRLRDUUL	798	6	6	0	1992396
RURDURRUL	798	4	4	4	1966952
UULUUUURLL	796	12	0	0	7291987
DUULDURL	796	10	0	0	13042567
RUUDDUDUUL	796	8	0	0	2395760
DDRULDRDUL	794	6	6	0	15739500
RRDUDDRDUL	792	8	8	8	1017584
RURDUURRUL	792	8	0	0	1046425
UURLDDURLL	792	6	6	6	1596634
LUULRRUUL	792	6	0	0	11579592
DUDUURULL	792	4	4	4	1804739
UDUDRLRULL	790	6	2	2	2414665
DURUURDUUL	790	5	5	0	109748561
LDUUULULRL	788	20	0	0	884454
RDRUDUURL	788	16	0	0	1507644
ULDUUL	788	12	0	0	1082925
LRLRUULL	788	8	0	0	34027536
DULLRRLRL	786	6	6	6	1080356
RLRRDDULL	786	5	5	0	6155889
DUDULLLLLL	786	4	4	4	1232288
UDUDRURRLL	782	9	9	0	978652
LDLRDRLLUL	782	7	7	0	1036891
UULDRULLUL	782	6	6	0	29951521
LLDLLDLDUL	782	5	5	0	1231394
DUDDDURRRL	780	12	0	0	2940041
RRUULURRL	780	8	0	0	1002203
RURDUULLL	780	6	6	6	1376293
DURRLLRURL	780	4	4	4	1217470
RLUUDDUUUL	778	7	7	0	1062949
DRLLLLRDUL	776	8	0	0	2739868
UDUDLDURUL	774	8	8	8	994425
RLRDDRRDUL	774	7	7	0	1980042
DURRLLRL	774	6	6	6	1352521
DULLRULDRL	774	5	5	0	1700170
DUDULLLLL	774	4	4	4	1770764
DUDURULL	772	12	0	0	1065167
DURURRUL	772	10	0	0	1123491
RDDUDRRULL	772	8	0	0	6242301
DUDDDDRURL	772	4	0	0	1223702
RRUUUUDURL	770	6	6	0	1538294
UURRDUUUUL	768	12	0	0	924971
RRULRRRRLL	768	6	6	6	5866008
LULUDRULUL	768	6	0	0	18115171
LLLLLULLRL	768	4	4	4	1677686
LUUDLLUUL	766	7	7	0	1415849
RUURLLUULL	766	5	5	0	2727043
URRUULUUUL	766	4	4	0	72238323
RRDUDDUDUL	764	16	0	0	874311
UDUDRULUL	764	12	0	0	1091457
LULRDUDUL	764	8	0	0	3688081
UDUDLDURL	762	8	8	8	1251223
UULRRRLRRL	762	6	6	6	1255117
ULUULURL	762	5	5	0	1537706
ULUUURURUL	762	4	4	4	4052292
DUDUURDDUL	758	7	7	0	1005251
DRLLRLDURL	758	6	6	0	6976017
DDLDDDULRL	758	5	5	0	31313158
RLRRLUUUUL	756	20	0	0	842938
LLLDURLL	756	16	0	0	1198018
LRURUURURL	756	12	0	0	903609
DULUUUULUL	756	10	0	0	6674380
UULRLULLRL	756	8	0	0	4353910
UURDLURRLL	756	6	6	6	2462448
DDUDRRLRUL	756	6	0	0	11686476
RRLRUDULRL	756	5	4	1	2421715
LLLRRRUL	756	4	4	4	2688775
UURLUDULUL	756	4	0	0	1684093
LRLUUUULUL	754	9	9	0	945346
UDUDRDULL	754	8	8	0	1240860
RLLDDDDLUL	754	7	3	2	1394499
LLLURLULLL	754	6	6	0	1048800
RRUDDDLUL	754	5	5	0	1936263
UUDURLRRLL	750	9	9	0	1037079
UDRRLLRULL	750	7	7	0	990409
URRLUUURL	750	4	4	4	2011528
UDLDDRLUL	748	12	0	0	31472825
RDDULLRL	748	8	0	0	4693028
RLRLDLRUUL	746	8	8	0	955894
LRLLRDLRUL	746	7	7	0	985554
DDDDURDUUL	746	4	4	0	1280657
LRLRDDURL	744	8	8	8	1221195
LRURRLRL	744	6	6	6	1347068
UDLUURLLLL	744	4	4	4	1258156
UDLLRRLUL	742	7	7	0	1285229
LRLLRLDURL	742	5	5	0	14287827
LDDDLULLUL	740	12	0	0	879351
UULRLULRRL	740	10	0	0	1551503
UUDULRLLL	740	8	0	0	1460167
URUURURRRL	740	4	0	0	1239056
LRLRUUL	738	10	10	10	1069313
RRLRDLRULL	738	10	10	0	904173
ULRLDURURL	738	6	6	6	2594373
LLLDDDLLUL	738	5	5	0	1086511
UDLUURRUL	736	10	0	0	1373718
UDURLURULL	734	6	6	0	1481651
LRLUUULULL	732	12	0	0	874503
RLRDDDRUL	732	8	8	8	1203941
UDLDDDLDUL	732	8	1	1	115971524
DULLRLUL	732	8	0	0	1148287
RUDLLUUUL	732	6	6	6	22306445
UULLLRRLL	732	6	0	0	23456574
RRURURRUL	732	4	0	0	128180472
LRLUULL	730	9	5	2	3564031
UDUDULRURL	728	10	0	0	11731366
LUURUURRUL	728	8	0	0	935407
RUDUURDUUL	726	8	8	8	1139600
DURURLLUUL	726	6	6	6	1004385
RRURUL	726	4	4	4	18092134
UDUDUUUDL	724	16	0	0	826908
UDULRUUDL	724	12	0	0	56704572
UURULLL	724	8	0	0	3840935
LLDLDULLUL	724	6	0	0	1061240
LLLDLUURUL	724	4	0	0	1829547
DDURLRDRUL	722	6	6	0	1021697
RURRDURL	720	6	6	6	1265743
UDUUULL	720	6	2	2	4089880
DDRDURDRL	718	7	7	0	1328236
UDULLLUL	716	12	0	0	1017578
UUUULLRL	716	8	0	0	42598178
RUDUURDUL	714	8	8	8	1223712
DUDDULRL	714	6	6	6	1249147
LRDRULRULL	714	6	6	0	67988723
UDLRULRL	714	4	4	4	1513705
LDLLULULL	712	8	0	0	1171778
UUULURDRUL	710	8	8	0	3137432
UDLLRRLULL	710	7	7	0	937589
UURRULRURL	710	6	6	0	991233
UURLULRLL	708	12	0	0	33661862
LUUULRLL	708	8	0	0	118503180
RDDULLULRL	708	6	6	6	15947650
LLUUULRUL	708	6	0	0	7690973
URULRDURL	708	4	4	4	1640726
RURUDURRRL	708	4	0	0	2296388
DUUUUULDUL	706	5	5	0	3861736
URRLULL	704	6	0	0	1244035
DUDURURLUL	702	8	8	8	902684
RUDUDRDULL	702	7	7	0	4334777
ULUURLULL	702	6	6	6	1306563
RLLUULRRUL	702	4	4	4	41227850
UUUDULURUL	702	3	3	0	2902203
UUDULURULL	700	20	0	0	781083
RLRRURRLL	700	12	0	0	1068887
DUDDLLULLL	700	10	0	0	887948
RRLRURL	700	8	0	0	14322425
LLDDLRUUL	700	4	0	0	3999703
RRRUUURUL	698	5	5	0	1421827
LRLDDLUL	696	8	8	8	1212429
RRUDUURUL	696	6	6	6	1295612
LULRDLLRUL	696	6	0	0	30948733
UULLUDUDL	696	4	4	4	29567262
UDUULLL	694	7	7	0	1388128
LLRLLLUUL	694	5	5	0	51453373
DDLRDLLLUL	694	4	4	0	1365030
RRLRUULUUL	692	16	0	0	789509
RLUUDDLRUL	692	12	0	0	855791
URUULRDULL	692	8	0	0	916507
RUUURRRULL	692	6	3	1	17255222
UUULLLDULL	692	4	0	0	1100814
DUDDDDLUL	690	6	6	6	76999094
UDURRUUULL	690	5	5	0	1025678
DUURRUDURL	690	4	4	4	34368810
LLLLURL	690	4	4	0	60596284
LRLLDRDDRL	688	8	0	0	13094815
ULULLUDURL	688	6	0	0	35455746
DUDURLDLUL	686	7	7	0	918141
URUURLLUL	686	6	6	0	43852659
RLRLUUDUL	686	6	4	0	1279441
UDLLRUUL	684	16	0	0	876124
DULURRRL	684	12	0	0	1474845
LRDDURRL	684	8	8	8	1159694
DDDDDULLL	684	8	0	0	1074106
ULLRRDULLL	684	6	6	6	70744327
UUULURULRL	684	6	0	0	940747
DDDDDRDUD	684	4	4	4	1587469
RURUURUUL	684	4	0	0	1666461
RLDRDUUUL	682	6	6	0	131267928
UDURRUUUL	682	5	5	0	1386918
DUDULULL	678	8	8	8	1063510
LRURDLLRUL	678	7	2	1	1192582
DLLRUUULL	678	6	6	6	1791742
DDUDDLDULL	678	6	6	0	1063352
LRLLDDRRUL	678	4	4	4	1069446
URUUUUUUUL	678	3	3	0	5171008
LLDLLLDLUL	678	2	2	2	15423859
DUDULLURL	676	12	0	0	965018
RDRUDRDUD	676	8	0	0	1112117
DUDURRRRRL	674	12	12	0	802533
DUDULRDUD	674	8	3	1	43240393
LUDDRDRRUL	674	5	5	0	73616502
DUDUDLRRUL	674	4	4	0	1462613
LLRRDUUDUL	672	14	0	0	47940937
UDURRRRL	672	8	8	8	1056302
URUUDLLUUL	672	6	6	6	14617082
LDDULLRUL	672	4	4	4	1590657
LDDLDDDUUL	672	4	4	2	39095254
UDUDLRRDUL	670	7	7	0	890107
LUUUDUULLL	670	5	5	0	1504585
LLUUURULL	670	3	3	0	1813944
UULRRRLLL	668	16	0	0	883337
DDDDDUDUUL	668	12	0	0	840043
LRULDLRLUL	668	8	2	0	968103
RRLRURRUL	668	8	0	0	1099203
LDLDDDLDRL	668	6	4	0	924770
RRUDUULLRL	668	6	0	0	957830
UUDULDLULL	668	4	0	0	1318897
RLRLLDULL	666	10	10	10	1007978
DULRDUDURL	666	6	6	6	914913
RDRRUDRRUL	666	5	5	0	1512815
LRLLDDURL	666	4	4	4	15469084
DUDDULDURL	666	4	4	0	1072929
UDLURUDUL	664	8	2	0	1166185
DUDUULLL	660	16	0	0	845440
DULRULLRLL	660	12	0	0	792103
DUDRRRUL	660	8	8	8	1032463
LDDLUDRUL	660	8	0	0	1088713
LUUUUDUULL	660	4	4	4	1882577
UULLULLLRL	660	4	0	0	9865081
DURRLLRLL	658	9	9	0	1005889
RLRLLDRURL	658	9	3	0	15771659
UDRURUDUL	658	6	6	0	1220048
UDLLRDDRUL	658	5	5	0	1255544
RLRLLDULLL	654	10	10	10	801514
RLLLURRL	654	7	7	0	6250142
LRUUDRUULL	654	7	6	3	872416
LRDRDLLUUL	654	6	6	6	1233522
LLULRUUUUL	654	6	0	0	962409
RLRUURRLL	654	4	4	4	19535780
DLDLRDDDRL	654	4	4	0	1025889
RLDRULLUL	652	16	0	0	1021537
LRRDDRRURL	652	12	0	0	1134975
UURRLDRL	652	8	0	0	23769046
RRRLRRDDRL	652	4	0	0	1211398
RLDRURULL	650	6	6	0	34733173
LUUULUDLUL	650	4	4	0	113041678
ULLURLRUUL	650	3	3	0	1743268
UDURRRL	648	8	8	8	1012978
DULULUUL	648	6	6	0	1171111
URRLUUURUL	648	6	0	0	1011117
LLLULRL	648	4	4	4	1586125
LLUULRLLUL	648	4	0	0	112043681
RUUDRURL	646	8	8	0	1017700
UDLLRRUUL	646	5	5	0	1308057
LLRLLUUUUL	646	3	3	0	2982000
LRLRURLLLL	644	24	0	0	705594
DDUDULRRRL	644	12	0	0	868777
UUULUURL	644	8	0	0	1008401
DRRLUDDURL	644	6	0	0	74255916
DRDRDUDUD	644	4	0	0	1832120
LRLLRURLL	642	6	6	6	1539858
ULLULRULRL	642	3	3	0	1121451
LDDULLRLUL	638	8	8	0	850896
RLRDDDLDRL	638	7	1	0	8106142
DURDDULL	636	16	0	0	901119
LULDLDDDUL	636	12	0	0	790026
DURRLUDUL	636	8	8	8	1089928
RDRURRDRL	636	8	0	0	3535473
RLLLLUURL	636	6	6	6	2892630
DDLLLLLURL	636	6	0	0	948630
DURUULLRRL	636	4	4	4	36096692
LLDLDLLULL	636	4	0	0	993122
UUDULRRLLL	634	7	3	2	842079
UDUUDULUUL	634	6	6	0	874349
URRRULRL	634	5	5	0	9199030
RLURDULLUL	632	12	0	0	758755
ULUDRULLL	632	8	0	0	9983751
URULLULULL	632	6	0	0	1394888
RLDLLUULRL	630	8	8	0	1165634
LDDURRLRL	630	6	6	6	1222713
UDUDDDLUL	630	5	5	0	1354938
DURURURULL	630	4	4	4	982507
LRLRURLLL	628	24	0	0	763426
UULRUDURLL	628	12	0	0	970151
LRURRURL	628	8	0	0	12097583
RDRRUDRURL	628	4	4	0	4011182
RRLRDLDDUL	626	6	6	0	985902
DDUDDRLULL	626	4	4	0	996606
RLRLLLDUL	624	4	4	4	1906522
RRDUDDRULL	622	6	6	0	854800
LDLLDDULL	622	5	5	0	1581813
UDUUDUDURL	622	3	3	0	67611910
DDUDDLLRUL	620	12	0	0	736292
LLUDLUL	620	8	0	0	1848981
DUDULLLURL	618	9	9	0	773407
RLRRDRLUL	618	6	6	6	1723787
URUDLDRUUL	618	6	6	0	52753928
ULRLLUUUL	618	4	4	4	1723816
UUDULDLUUL	618	4	4	0	1040614
LRLRDRDRUL	614	6	4	4	858056
ULUURUURL	614	4	2	2	2168962
UUUUURRRLL	614	3	3	0	1168008
LRLRURLL	612	24	0	0	728509
UDUDRUL	612	16	0	0	793441
ULUURLRRL	612	8	0	0	907499
LDLLDRULL	612	6	6	6	19390261
UULLRLLLL	612	6	0	0	1171023
UULUDURRL	612	4	4	4	108753419
LULDLLUUUL	612	4	0	0	42202668
RURURUL	610	5	5	0	1172831
LUULDLLULL	610	4	4	0	2319674
DLLDULLL	606	8	8	8	945861
DUDLLDRUL	606	6	6	6	11318560
DURRLURURL	606	5	5	0	877876
RRDUUDUL	606	4	4	4	13269193
UURUURULL	606	3	3	0	3513223
DDDDUUDUL	604	12	0	0	919733
DRDULULRLL	604	8	0	0	97543892
UURDUURL	604	6	0	0	1080922
RLURDDUULL	604	5	4	3	2060512
LRUUDLDUL	602	5	5	0	7236939
DDDRDUURLL	602	4	4	0	1042388
RULRLLLLL	600	10	0	0	908842
URLDUUURUL	600	7	3	2	1675468
LUUULRRRLL	600	6	6	6	940658
LLLLULRL	600	4	4	4	1327832
ULUULRLLL	598	7	7	0	1038799
LRLRURL	596	24	0	0	709465
RRLRDUURLL	596	12	0	0	718350
RURUUUL	596	8	0	0	930499
LRLLRURUUL	596	6	6	0	985069
URURLRLUUL	596	5	3	2	1161885
LDDDURL	596	4	0	0	1382492
RLUDRDRDUL	594	9	9	0	855343
DRDULULL	594	6	6	6	1316554
DDLRLDRURL	594	6	6	0	816487
RUUUDULUL	594	5	5	0	1275871
DDDUDDURL	594	4	4	4	5140655
UDLLRLLUUL	594	4	4	0	3647950
LUUULUURUL	594	2	2	2	6374289
DULDRLUUL	592	6	4	2	1247734
RLRUURULLL	590	7	7	0	830376
RLUUDRDUL	590	6	6	0	1845062
UDUUDUULLL	588	16	0	0	671992
DURRLRLLL	588	12	0	0	840921
UDURLL	588	8	0	0	924316
RLULLRUL	588	6	6	6	1062982
UDLDLRDRL	588	6	0	0	1595993
RDRURRL	588	4	4	4	20659146
UULULUURUL	588	4	0	0	34301832
UDRULLLUL	586	5	5	0	1319428
UUDUULLLUL	586	4	4	0	922906
DDLLDDUUUL	584	6	0	0	64732020
